15:11:58,1.676
15:12:03,1.9234
15:12:08,2.484
15:12:13,3.4863
15:12:18,3.896
15:12:23,4.2475
15:12:28,4.4197
15:12:33,5.2895
15:12:38,6.1785
15:12:43,6.9377
15:12:48,8.0257
15:12:53,8.4658
15:12:58,8.9217
15:13:03,9.5782
15:13:08,10.5673
15:13:13,11.3804
15:13:18,12.2399
15:13:23,12.4093
15:13:28,12.8
15:13:33,13.5419
15:13:38,14.1683
15:13:43,15.0211
15:13:48,16.0922
15:13:53,16.4635
15:13:58,16.8115
15:14:03,17.78
15:14:08,18.4496
15:14:13,19.2924
15:14:18,20.3664
15:14:23,21.361
15:14:28,21.6289
15:14:33,21.8815
15:14:38,22.5265
15:14:43,23.344
15:14:48,23.951
15:14:53,25.1399
15:14:58,26.029
15:15:03,26.3816
15:15:08,26.7573
15:15:13,27.9805
15:15:18,28.4461
15:15:23,29.0432
15:15:28,29.4227
15:15:33,30.5756
15:15:38,31.4619
15:15:43,32.4872
15:15:48,32.9512
15:15:53,33.3377
15:15:58,34.4325
15:16:03,34.8984
15:16:08,35.5989
15:16:13,36.821
15:16:18,37.3694
15:16:23,37.8992
15:16:28,38.6456
15:16:33,39.7715
15:16:38,40.3924
15:16:43,40.8555
15:16:48,41.1752
15:16:53,42.2795
15:16:58,43.0614
