15:11:58,25123.4734
15:12:03,25187.1413
15:12:08,25250.7702
15:12:13,25314.2881
15:12:18,25378.6325
15:12:23,25442.8429
15:12:28,25506.7039
15:12:33,25570.7345
15:12:38,25635.5325
15:12:43,25700.218
15:12:48,25764.9403
15:12:53,25829.6227
15:12:58,25894.6267
15:13:03,25959.54
15:13:08,26025.4828
15:13:13,26091.1899
15:13:18,26156.7019
15:13:23,26222.5912
15:13:28,26288.638
15:13:33,26354.6452
15:13:38,26421.2669
15:13:43,26487.4444
15:13:48,26554.0358
15:13:53,26621.2921
15:13:58,26688.1604
15:14:03,26755.3472
15:14:08,26822.3445
15:14:13,26889.9234
15:14:18,26957.2835
15:14:23,27025.3355
15:14:28,27093.9332
15:14:33,27162.1003
15:14:38,27230.6633
15:14:43,27299.2006
15:14:48,27368.3282
15:14:53,27437.2775
15:14:58,27506.5482
15:15:03,27575.845
15:15:08,27645.3337
15:15:13,27715.442
15:15:18,27784.9732
15:15:23,27855.2683
15:15:28,27925.3237
15:15:33,27996.1677
15:15:38,28067.0083
15:15:43,28137.319
15:15:48,28208.407
15:15:53,28279.7239
15:15:58,28350.8319
15:16:03,28422.5644
15:16:08,28494.0051
15:16:13,28565.5549
15:16:18,28637.6121
15:16:23,28710.0083
15:16:28,28782.2751
15:16:33,28854.5347
15:16:38,28927.0188
15:16:43,29000.3168
15:16:48,29073.0619
15:16:53,29146.0299
15:16:58,29219.9044
