15:11:58,21750.6706
15:12:03,21859.7819
15:12:08,21969.9085
15:12:13,22080.5869
15:12:18,22191.794
15:12:23,22303.4712
15:12:28,22416.0222
15:12:33,22528.9799
15:12:38,22641.939
15:12:43,22756.0816
15:12:48,22870.5304
15:12:53,22985.7967
15:12:58,23100.9265
15:13:03,23217.1198
15:13:08,23333.8789
15:13:13,23450.6847
15:13:18,23568.2962
15:13:23,23687.0388
15:13:28,23806.4213
15:13:33,23925.9592
15:13:38,24046.0705
15:13:43,24166.7337
15:13:48,24287.8788
15:13:53,24410.4133
15:13:58,24533.2033
15:14:03,24656.9003
15:14:08,24780.8266
15:14:13,24905.3139
15:14:18,25030.6262
15:14:23,25156.4095
15:14:28,25282.3057
15:14:33,25409.5837
15:14:38,25537.5415
15:14:43,25666.0548
15:14:48,25794.9765
15:14:53,25924.0579
15:14:58,26053.8754
15:15:03,26184.961
15:15:08,26316.6865
15:15:13,26448.6884
15:15:18,26581.6247
15:15:23,26714.8572
15:15:28,26848.8227
15:15:33,26983.5804
15:15:38,27119.0776
15:15:43,27255.3443
15:15:48,27392.0039
15:15:53,27529.554
15:15:58,27667.6775
15:16:03,27806.8488
15:16:08,27946.546
15:16:13,28086.6715
15:16:18,28228.0488
15:16:23,28369.8701
15:16:28,28511.9288
15:16:33,28655.0249
15:16:38,28798.7753
15:16:43,28943.3908
15:16:48,29088.8825
15:16:53,29235.2239
15:16:58,29381.9893
