15:11:58,720.3725
15:12:03,722.4259
15:12:08,725.1847
15:12:13,727.1341
15:12:18,729.6555
15:12:23,732.0028
15:12:28,733.9906
15:12:33,736.6532
15:12:38,739.4837
15:12:43,742.4248
15:12:48,744.5574
15:12:53,747.1699
15:12:58,749.8907
15:13:03,752.3993
15:13:08,755.2616
15:13:13,757.8752
15:13:18,760.2616
15:13:23,762.6512
15:13:28,765.4533
15:13:33,767.9521
15:13:38,770.8618
15:13:43,773.4062
15:13:48,776.1767
15:13:53,778.7879
15:13:58,781.6498
15:14:03,784.2429
15:14:08,787.0118
15:14:13,789.56
15:14:18,791.9529
15:14:23,794.351
15:14:28,796.7318
15:14:33,799.6576
15:14:38,801.8826
15:14:43,804.633
15:14:48,807.3009
15:14:53,810.2784
15:14:58,813.3752
15:15:03,816.326
15:15:08,819.1492
15:15:13,821.5864
15:15:18,823.8923
15:15:23,826.4422
15:15:28,828.8536
15:15:33,831.2116
15:15:38,833.7495
15:15:43,836.9007
15:15:48,839.7844
15:15:53,842.6437
15:15:58,845.366
15:16:03,848.4022
15:16:08,850.7727
15:16:13,853.4084
15:16:18,856.1034
15:16:23,858.9361
15:16:28,861.8545
15:16:33,864.8659
15:16:38,867.4579
15:16:43,870.6426
15:16:48,873.752
15:16:53,876.5286
15:16:58,878.8657
