1622373719999,35841.95000000
1622373719999,35844.68000000
1622373719999,35843.93000000
1622373719999,35838.74000000
1622373719999,35835.62000000
1622373719999,35828.90000000
1622373779999,35839.79000000
1622373779999,35846.78000000
1622373779999,35846.82000000
1622373779999,35846.81000000
1622373779999,35833.96000000
1622373779999,35833.09000000
1622373779999,35831.28000000
1622373779999,35826.18000000
1622373779999,35820.87000000
1622373779999,35820.01000000
1622373779999,35820.00000000
1622373779999,35828.87000000
1622373779999,35828.18000000
1622373779999,35830.00000000
1622373779999,35840.29000000
1622373779999,35839.71000000
1622373779999,35839.70000000
1622373779999,35834.13000000
1622373779999,35823.31000000
1622373779999,35823.81000000
1622373779999,35825.65000000
1622373779999,35822.92000000
1622373779999,35823.88000000
1622373779999,35826.16000000
1622373779999,35829.62000000
1622373779999,35837.21000000
1622373779999,35837.22000000
1622373779999,35835.41000000
1622373839999,35837.13000000
1622373839999,35837.16000000
1622373839999,35837.22000000
1622373839999,35840.00000000
1622373839999,35837.23000000
1622373839999,35830.07000000
1622373839999,35826.20000000
1622373839999,35825.00000000
1622373839999,35821.62000000
1622373839999,35822.97000000
1622373839999,35822.97000000
1622373839999,35826.15000000
1622373839999,35826.15000000
1622373839999,35822.97000000
1622373839999,35821.63000000
1622373839999,35810.02000000
1622373839999,35808.18000000
1622373839999,35809.00000000
1622373839999,35804.01000000
1622373839999,35800.17000000
1622373839999,35800.16000000
1622373839999,35800.16000000
1622373839999,35800.12000000
1622373839999,35800.16000000
1622373839999,35797.01000000
1622373839999,35790.85000000
1622373839999,35799.96000000
1622373839999,35810.40000000
1622373899999,35808.24000000
1622373899999,35814.48000000
1622373899999,35820.00000000
1622373899999,35822.98000000
1622373899999,35822.97000000
1622373899999,35822.97000000
1622373899999,35821.13000000
1622373899999,35816.78000000
1622373899999,35813.77000000
1622373899999,35803.74000000
1622373899999,35803.74000000
1622373899999,35813.27000000
1622373899999,35804.03000000
1622373899999,35804.06000000
1622373899999,35793.54000000
1622373899999,35800.01000000
1622373899999,35805.73000000
1622373899999,35808.17000000
1622373899999,35811.47000000
1622373899999,35806.10000000
1622373899999,35806.11000000
1622373899999,35806.10000000
1622373899999,35800.00000000
1622373899999,35800.65000000
1622373899999,35790.89000000
1622373899999,35795.14000000
1622373899999,35795.15000000
1622373899999,35790.90000000
1622373959999,35809.10000000
1622373959999,35812.55000000
1622373959999,35822.98000000
1622373959999,35827.98000000
1622373959999,35828.02000000
1622373959999,35826.05000000
1622373959999,35828.03000000
1622373959999,35825.12000000
1622373959999,35810.00000000
1622373959999,35822.00000000
1622373959999,35822.00000000
1622373959999,35825.11000000
1622373959999,35829.15000000
1622373959999,35827.48000000
1622373959999,35830.00000000
1622373959999,35836.14000000
1622373959999,35840.17000000
1622373959999,35843.92000000
1622373959999,35846.74000000
1622373959999,35840.21000000
1622373959999,35831.24000000
1622373959999,35833.07000000
1622373959999,35833.08000000
1622373959999,35831.14000000
1622373959999,35830.83000000
1622373959999,35829.70000000
1622373959999,35825.06000000
1622373959999,35812.87000000
1622373959999,35812.86000000
1622374019999,35821.71000000
1622374019999,35825.06000000
1622374019999,35827.00000000
1622374019999,35835.26000000
1622374019999,35835.25000000
1622374019999,35835.26000000
1622374019999,35835.34000000
1622374019999,35825.00000000
1622374019999,35812.19000000
1622374019999,35812.15000000
1622374019999,35802.34000000
1622374019999,35802.28000000
1622374019999,35801.80000000
1622374019999,35807.55000000
1622374019999,35812.15000000
1622374019999,35821.99000000
1622374019999,35814.73000000
1622374019999,35812.01000000
1622374019999,35807.57000000
1622374019999,35807.56000000
1622374019999,35809.88000000
1622374019999,35807.60000000
1622374019999,35809.87000000
1622374019999,35809.80000000
1622374019999,35808.06000000
1622374019999,35800.08000000
1622374019999,35800.24000000
1622374019999,35800.00000000
1622374079999,35799.81000000
1622374079999,35811.47000000
1622374079999,35812.95000000
1622374079999,35811.83000000
1622374079999,35802.50000000
1622374079999,35801.79000000
1622374079999,35800.00000000
1622374079999,35791.82000000
1622374079999,35787.07000000
1622374079999,35795.47000000
1622374079999,35794.83000000
1622374079999,35794.83000000
1622374079999,35794.81000000
1622374079999,35789.48000000
1622374079999,35796.00000000
1622374079999,35799.90000000
1622374079999,35798.11000000
1622374079999,35798.11000000
1622374079999,35798.11000000
1622374079999,35788.55000000
1622374079999,35784.68000000
1622374079999,35786.11000000
1622374079999,35786.12000000
1622374079999,35786.11000000
1622374079999,35788.37000000
1622374079999,35789.00000000
1622374079999,35798.91000000
1622374079999,35798.91000000
1622374139999,35799.99000000
1622374139999,35798.91000000
1622374139999,35799.88000000
1622374139999,35797.15000000
1622374139999,35787.09000000
1622374139999,35784.84000000
1622374139999,35781.05000000
1622374139999,35780.00000000
1622374139999,35780.00000000
1622374139999,35780.01000000
1622374139999,35782.88000000
1622374139999,35780.01000000
1622374139999,35763.05000000
1622374139999,35763.04000000
1622374139999,35767.45000000
1622374139999,35774.71000000
1622374139999,35763.07000000
1622374139999,35765.52000000
1622374139999,35764.23000000
1622374139999,35766.02000000
1622374139999,35770.57000000
1622374139999,35764.74000000
1622374139999,35766.40000000
1622374139999,35766.50000000
1622374139999,35769.99000000
1622374139999,35765.90000000
1622374139999,35776.11000000
1622374139999,35775.69000000
1622374199999,35774.74000000
1622374199999,35771.76000000
1622374199999,35765.51000000
1622374199999,35764.23000000
1622374199999,35766.40000000
1622374199999,35762.80000000
1622374199999,35762.59000000
1622374199999,35761.47000000
1622374199999,35760.72000000
